id,state_id,address_line1,address_line2,city,postal_code,created_date,modified_date,address_type
114,79,1398 Yorba Linda,,Seattle,98104,2017-04-27,2017-04-29,both
115,79,4948 West 4th St,,Seattle,98104,2017-05-05,2017-05-08,both
116,79,8290 Margaret Ct.,,Seattle,98104,2017-03-30,2017-04-01,both
117,79,426 San Rafael,,Seattle,98104,2017-04-30,2017-05-02,both
118,79,136 Balboa Court,,Seattle,98104,2017-03-17,2017-03-22,both
119,79,7439 Laguna Niguel,,Seattle,98104,2017-02-14,2017-02-17,both
120,79,6498 Mining Rd.,,Seattle,98104,2017-04-27,2017-05-01,both
121,79,6578 Woodhaven Ln.,,Seattle,98104,2017-02-13,2017-02-13,both
122,79,2354 Frame Ln.,,Seattle,98104,2018-03-10,2018-03-15,both
123,79,6843 San Simeon Dr.,,Seattle,98104,2017-04-19,2017-04-23,both
124,79,7616 Honey Court,,Seattle,98104,2017-02-25,2017-02-28,both
125,79,931 Corte De Luna,,Seattle,98104,2017-02-26,2017-02-28,both
126,79,7594 Alexander Pl.,,Seattle,98104,2017-03-03,2017-03-08,both
127,79,7127 Los Gatos Court,,Seattle,98104,2017-02-19,2017-02-22,both
128,79,8656 Lakespring Place,,Seattle,98104,2018-03-24,2018-03-28,both
129,79,5025 Holiday Hills,,Seattle,98104,2017-03-16,2017-03-20,both
130,79,5376 Catanzaro Way,,Seattle,98104,2017-05-17,2017-05-17,both
132,79,6870 D Bel Air Drive,,Edmonds,98020,2018-04-27,2018-05-02,both
133,79,8152 Claudia Dr.,,Edmonds,98020,2017-03-29,2017-04-02,both
134,79,6057 Hill Street,,Edmonds,98020,2017-03-03,2017-03-06,both
135,79,2812 Mazatlan,,Edmonds,98020,2017-05-13,2017-05-16,both
136,79,172 Turning Dr.,,Edmonds,98020,2017-03-04,2017-03-04,both
137,79,9784 Mt Etna Drive,,Edmonds,98020,2017-03-04,2017-03-08,both
138,79,2059 Clay Rd,,Edmonds,98020,2017-03-19,2017-03-22,both
139,79,2687 Ridge Road,,Edmonds,98020,2017-04-01,2017-04-03,both
140,79,371 Apple Dr.,,Edmonds,98020,2017-03-31,2017-03-31,both
141,79,3281 Hillview Dr.,,Edmonds,98020,2017-02-26,2017-02-26,both
142,79,2080 Sycamore Drive,,Edmonds,98020,2017-03-18,2017-03-20,both
143,79,7511 Cooper Dr.,,Edmonds,98020,2018-05-10,2018-05-10,both
144,79,9825 Coralie Drive,,Edmonds,98020,2017-03-27,2017-03-28,both
145,79,8411 Mt. Orange Place,,Edmonds,98020,2017-03-05,2017-03-05,both
146,79,207 Berry Court,,Edmonds,98020,2017-03-23,2017-03-24,both
147,79,1061 Buskrik Avenue,,Edmonds,98020,2017-05-18,2017-05-20,both
148,79,3632 Bank Way,,Edmonds,98020,2018-05-05,2018-05-07,both
149,79,3026 Anchor Drive,,Edmonds,98020,2018-04-12,2018-04-15,both
150,79,7338 Green St.,,Edmonds,98020,2017-05-10,2017-05-13,both
151,79,2038 Encino Drive,,Edmonds,98020,2017-04-12,2017-04-16,both
152,79,2466 Clearland Circle,,Edmonds,98020,2018-03-12,2018-03-15,both
153,79,9277 Country View Lane,,Edmonds,98020,2016-04-17,2016-04-20,both
154,79,5423 Champion Rd.,,Edmonds,98020,2017-03-17,2017-03-18,both
155,79,2046 Las Palmas,,Edmonds,98020,2017-04-10,2017-04-11,both
156,79,8684 Military East,,Bellevue,98004,2017-02-12,2017-02-12,both
157,79,7270 Pepper Way,,Bellevue,98004,2017-02-13,2017-02-13,both
158,79,6058 Hill Street,# 4,Bellevue,98004,2018-03-06,2018-03-11,both
159,79,1648 Eastgate Lane,,Bellevue,98004,2017-04-20,2017-04-21,both
160,79,3454 Bel Air Drive,,Bellevue,98004,2017-03-18,2017-03-22,both
161,79,3067 Maya,,Bellevue,98004,2018-04-18,2018-04-18,both
162,79,3197 Thornhill Place,,Bellevue,98004,2017-03-11,2017-03-14,both
163,79,3919 Pinto Road,,Bellevue,98004,2017-05-03,2017-05-05,both
164,79,7396 Stratton Circle,,Bellevue,98004,2018-04-09,2018-04-13,both
165,79,9745 Bonita Ct.,,Bellevue,98004,2017-04-20,2017-04-20,both
166,79,3670 All Ways Drive,,Bellevue,98004,2017-02-11,2017-02-16,both
167,79,7221 Peachwillow Street,,Bellevue,98004,2018-05-18,2018-05-20,both
168,79,1343 Prospect St,,Bellevue,98004,2017-03-29,2017-03-30,both
169,79,6448 Castle Court,,Bellevue,98004,2017-02-14,2017-02-18,both
170,79,7902 Grammercy Lane,Unit A,Bellevue,98004,2018-02-21,2018-02-21,both
171,79,8668 Via Neruda,,Bellevue,98004,2017-05-12,2017-05-13,both
172,79,4777 Rockne Drive,,Bellevue,98004,2017-04-12,2017-04-14,both
173,79,620 Woodside Ct.,,Bellevue,98004,2019-03-06,2019-03-11,both
174,79,6307 Greenbelt Way,,Bellevue,98004,2019-04-29,2019-05-03,both
175,79,3284 S. Blank Avenue,,Bellevue,98004,2017-03-11,2017-03-14,both
176,79,8751 Norse Drive,,Bellevue,98004,2018-03-21,2018-03-25,both
177,79,6968 Wren Ave.,,Bellevue,98004,2017-04-28,2017-05-03,both
178,79,4311 Clay Rd,,Bellevue,98004,2017-02-16,2017-02-17,both
180,79,2947 Vine Lane,,Bellevue,98004,2018-04-16,2018-04-21,both
181,79,9320 Teakwood Dr.,,Bellevue,98004,2017-03-31,2017-03-31,both
182,79,3711 Rollingwood Dr,,Bellevue,98004,2017-05-05,2017-05-06,both
183,79,6118 Grasswood Circle,,Bellevue,98004,2018-02-28,2018-03-04,both
184,79,5678 Clear Court,,Bellevue,98004,2017-05-03,2017-05-04,both
186,79,332 Laguna Niguel,,Bellevue,98004,2017-03-05,2017-03-07,both
187,79,7808 Brown St.,,Bellevue,98004,2017-03-31,2017-04-01,both
188,79,6774 Bonanza,,Bellevue,98004,2017-03-19,2017-03-20,both
189,79,3708 Montana,,Bellevue,98004,2017-03-08,2017-03-10,both
190,79,9435 Breck Court,,Bellevue,98004,2016-03-20,2016-03-20,both
191,79,6951 Harmony Way,,Sammamish,98074,2019-03-22,2019-03-27,both
192,79,6871 Thornwood Dr.,,Sammamish,98074,2017-05-13,2017-05-15,both
193,79,9104 Mt. Sequoia Ct.,,Sammamish,98074,2017-02-27,2017-03-03,both
195,79,4444 Pepper Way,,Sammamish,98074,2017-05-21,2017-05-26,both
196,79,4525 Benedict Ct.,,Sammamish,98074,2017-03-07,2017-03-08,both
197,79,7820 Bird Drive,,Sammamish,98074,2017-03-16,2017-03-20,both
198,79,1962 Ferndale Lane,,Sammamish,98074,2017-04-08,2017-04-11,both
199,79,5263 Etcheverry Dr,,Sammamish,98074,2018-02-17,2018-02-17,both
200,79,2473 Orchard Way,,Sammamish,98074,2017-04-02,2017-04-03,both
202,79,4096 San Remo,,Sammamish,98074,2017-03-14,2017-03-18,both
203,79,7086 O St.,,Sammamish,98074,2018-03-20,2018-03-22,both
204,79,4310 Kenston Dr.,,Sammamish,98074,2018-03-31,2018-04-01,both
205,79,7939 Bayview Court,,Sammamish,98074,2017-04-03,2017-04-07,both
207,79,3066 Wallace Dr.,,Redmond,98052,2017-05-13,2017-05-18,both
208,79,9006 Woodside Way,,Redmond,98052,2016-06-10,2016-06-13,both
209,79,9906 Oak Grove Road,,Redmond,98052,2019-04-21,2019-04-21,both
210,79,2383 Pepper Drive,,Redmond,98052,2017-02-23,2017-02-26,both
211,79,6369 Ellis Street,,Redmond,98052,2019-02-15,2019-02-17,both
212,79,8000 Crane Court,,Redmond,98052,2017-04-21,2017-04-26,both
213,79,9322 Driving Drive,,Redmond,98052,2018-04-04,2018-04-06,both
214,79,3768 Door Way,,Redmond,98052,2016-03-04,2016-03-05,both
215,79,101 Candy Rd.,,Redmond,98052,2018-05-23,2018-05-25,both
216,79,2427 Notre Dame Ave.,,Redmond,98052,2019-03-17,2019-03-21,both
218,79,9863 Ridge Place,,Redmond,98052,2017-04-04,2017-04-09,both
219,79,3397 Rancho View Drive,,Redmond,98052,2019-03-05,2019-03-08,both
220,79,4909 Poco Lane,,Redmond,98052,2017-02-23,2017-02-24,both
221,79,7297 RisingView,,Redmond,98052,2017-02-28,2017-03-02,both
223,79,1275 West Street,,Redmond,98052,2017-04-15,2017-04-19,both
224,79,2137 Birchwood Dr,,Redmond,98052,2016-01-25,2016-01-26,both
226,79,2482 Buckingham Dr.,,Redmond,98052,2017-05-09,2017-05-13,both
227,79,8467 Clifford Court,,Redmond,98052,2017-05-18,2017-05-20,both
228,79,9241 St George Dr.,,Everett,98201,2017-04-09,2017-04-12,both
229,79,3928 San Francisco,,Everett,98201,2017-03-25,2017-03-26,both
230,79,475 Santa Maria,,Everett,98201,2017-03-15,2017-03-19,both
231,79,181 Gaining Drive,,Everett,98201,2017-02-10,2017-02-13,both
232,79,3385 Crestview Drive,,Everett,98201,2017-04-05,2017-04-07,both
233,79,1185 Dallas Drive,,Everett,98201,2017-02-24,2017-03-01,both
234,79,7883 Missing Canyon Court,,Everett,98201,2015-04-12,2015-04-14,both
235,79,5452 Corte Gilberto,,Everett,98201,2017-02-22,2017-02-24,both
237,79,5242 Marvelle Ln.,,Everett,98201,2018-05-23,2018-05-24,both
239,79,8624 Pepper Way,,Everett,98201,2017-05-19,2017-05-21,both
240,79,2176 Apollo Way,,Everett,98201,2016-03-18,2016-03-18,both
241,79,1962 Cotton Ct.,,Everett,98201,2017-02-19,2017-02-24,both
242,79,1362 Somerset Place,,Everett,98201,2017-05-09,2017-05-12,both
243,79,3238 Laguna Circle,,Everett,98201,2017-04-03,2017-04-03,both
244,79,3665 Oak Creek Ct.,,Everett,98201,2017-05-17,2017-05-20,both
245,79,7640 First Ave.,,Everett,98201,2017-03-03,2017-03-08,both
246,79,6629 Polson Circle,,Everett,98201,2017-05-09,2017-05-10,both
247,79,2294 West 39th St.,,Everett,98201,2017-05-18,2017-05-18,both
248,79,1400 Gate Drive,,Newport Hills,98006,2017-04-21,2017-04-24,both
249,79,4350 Minute Dr.,,Newport Hills,98006,2017-03-27,2017-03-29,both
250,79,9297 Kenston Dr.,,Newport Hills,98006,2017-02-22,2017-02-26,both
251,79,8967 Hamilton Ave.,,Newport Hills,98006,2017-03-29,2017-04-01,both
252,79,9687 Shakespeare Drive,,Newport Hills,98006,2017-03-07,2017-03-11,both
253,79,1397 Paradise Ct.,,Newport Hills,98006,2017-04-06,2017-04-10,both
254,79,3030 Blackburn Ct.,,Newport Hills,98006,2017-03-17,2017-03-18,both
256,79,9605 Pheasant Circle,,Gold Bar,98251,2017-04-14,2017-04-17,both
257,79,2425 Notre Dame Ave,,Gold Bar,98251,2018-04-10,2018-04-11,both
258,79,8036 Summit View Dr.,,Gold Bar,98251,2017-02-28,2017-03-01,both
259,79,213 Stonewood Drive,,Gold Bar,98251,2017-05-07,2017-05-07,both
260,79,3884 Beauty Street,# 14,Gold Bar,98251,2017-04-23,2017-04-23,both
261,79,1748 Bird Drive,,Index,98256,2018-05-18,2018-05-23,both
262,79,310 Winter Lane,,Index,98256,2017-03-20,2017-03-23,both
263,79,3514 Sunshine,,Index,98256,2018-05-02,2018-05-04,both
264,79,1245 Clay Road,,Index,98256,2017-05-18,2017-05-19,both
265,79,3127 El Camino Drive,,Index,98256,2017-04-23,2017-04-26,both
266,79,7691 Benedict Ct.,# 141,Issaquah,98027,2017-04-18,2017-04-20,both
267,79,1144 Paradise Ct.,,Issaquah,98027,2017-03-29,2017-04-02,both
268,79,7435 Ricardo,,Issaquah,98027,2017-04-18,2017-04-20,both
269,79,9530 Vine Lane,,Issaquah,98027,2017-05-10,2017-05-14,both
270,79,6580 Poor Ridge Court,,Issaquah,98027,2017-02-15,2017-02-15,both
271,79,5979 El Pueblo,,Issaquah,98027,2017-03-04,2017-03-04,both
272,79,1921 Ranch Road,,Issaquah,98027,2017-03-24,2017-03-27,both
273,79,3848 East 39th Street,,Issaquah,98027,2017-04-17,2017-04-22,both
274,79,5256 Chickpea Ct.,,Issaquah,98027,2017-05-01,2017-05-05,both
275,79,989 Crown Ct,,Issaquah,98027,2017-05-18,2017-05-23,both
276,79,3333 Madhatter Circle,,Issaquah,98027,2017-02-27,2017-02-28,both
277,79,342 San Simeon,,Issaquah,98027,2017-03-16,2017-03-20,both
278,79,9314 Icicle Way,,Issaquah,98027,2017-04-05,2017-04-06,both
279,79,7772 Golden Meadow,,Issaquah,98027,2019-05-01,2019-05-04,both
280,79,8585 Los Gatos Ct.,,Issaquah,98027,2017-03-30,2017-04-03,both
281,79,7985 Center Street,,Renton,98055,2017-03-09,2017-03-14,both
282,79,5980 Icicle Circle,Unit H,Renton,98055,2018-04-09,2018-04-13,both
283,79,1378 String Dr,,Renton,98055,2018-04-09,2018-04-12,both
284,79,9495 Limewood Place,,Renton,98055,2017-05-10,2017-05-10,both
285,79,2598 Breck Court,,Renton,98055,2018-02-13,2018-02-13,both
287,79,7165 Brock Lane,,Renton,98055,2019-03-30,2019-04-02,both
288,79,2736 Scramble Rd,,Renton,98055,2017-02-16,2017-02-20,both
289,79,2266 Greenwood Circle,,Renton,98055,2018-05-20,2018-05-23,both
291,79,9533 Working Drive,,Renton,98055,2018-03-06,2018-03-06,both
292,79,1803 Olive Hill,,Renton,98055,2017-04-19,2017-04-21,both
293,79,7559 Worth Ct.,,Renton,98055,2016-04-14,2016-04-16,both
295,79,6510 Hacienda Drive,,Renton,98055,2019-03-13,2019-03-14,both
296,79,6937 E. 42nd Street,,Renton,98055,2017-04-13,2017-04-17,both
298,79,2176 Brown Street,,Renton,98055,2017-05-08,2017-05-08,both
299,79,4312 Cambridge Drive,,Renton,98055,2017-04-03,2017-04-05,both
301,9,4405 Balboa Court,,Santa Cruz,95062,2019-07-17,2019-07-21,both
302,79,7995 Edwards Ave.,,Lynnwood,98036,2019-07-12,2019-07-15,both
303,9,4659 Montoya,,Altadena,91001,2019-07-17,2019-07-22,both
304,9,1667 Warren Street,,West Covina,91791,2019-07-15,2019-07-20,both
305,9,7179 Montana,,Torrance,90505,2019-07-26,2019-07-28,both
306,9,9 Guadalupe Dr.,,Burbank,91502,2019-07-30,2019-08-02,both
307,58,50 Big Canyon Road,,Lebanon,97355,2019-07-27,2019-07-27,both
308,79,65 Park Glen Court,,Port Orchard,98366,2019-07-30,2019-08-03,both
309,79,28 San Marino Ct.,,Bellingham,98225,2020-03-11,2020-03-15,both
310,23,2472 Alexander Place,,West Covina,83301,2020-03-13,2020-03-16,both
311,40,9830 May Way,,Mill Valley,59715,2020-03-10,2020-03-14,both
312,58,1286 Cincerto Circle,,Lake Oswego,97034,2020-03-12,2020-03-17,both
313,72,2141 Delaware Ct.,,Downey,37501,2020-03-13,2020-03-16,both
314,9,218 Fall Creek Road,,West Covina,91791,2020-03-15,2020-03-17,both
315,58,5807 Churchill Dr.,,Corvallis,97330,2020-03-12,2020-03-13,both
316,40,6061 St. Paul Way,,Everett,98201,2020-03-14,2020-03-19,both
317,9,628 Muir Road,,Los Angeles,90012,2020-03-13,2020-03-16,both
318,40,2313 B Southampton Rd,,Missoula,59801,2020-03-13,2020-03-15,both
320,9,3 Gehringer Drive,,Daly City,94015,2020-03-13,2020-03-16,both
321,9,15 Pear Dr.,,Newport Beach,92625,2020-03-12,2020-03-12,both
322,58,1 Mt. Dell Drive,,Portland,97205,2020-03-12,2020-03-17,both
323,9,7651 Smiling Tree Court,Space 55,Los Angeles,90012,2020-03-12,2020-03-16,both
324,79,50 Via Del Sol,,Lynnwood,98036,2020-03-13,2020-03-14,both
325,73,9491 Toyon Dr,,Dallas,75201,2020-03-15,2020-03-15,both
326,17,4151 Olivera,,Atlanta,30308,2020-03-15,2020-03-18,both
327,9,3 Chablis Court,,Torrance,90505,2020-03-14,2020-03-16,both
328,9,2 Lion Circle,,Long Beach,90802,2020-03-12,2020-03-15,both
329,24,9056 Mount Dr,,Chicago,60610,2020-03-15,2020-03-19,both
332,79,4823 Stonewood Ct.,,Walla Walla,99362,2020-03-11,2020-03-14,both
341,52,8981 Carmel Drive,,W. Linn,89701,2020-03-14,2020-03-14,both
343,79,50 Breck Court,,Bremerton,98312,2019-07-30,2019-08-03,both
346,54,2596 Big Canyon Road,,New York,10007,2020-03-12,2020-03-12,both
351,44,1192 Parkway Drive,,Mill Valley,68601,2020-03-10,2020-03-10,both
360,9,8844 Garcia,,West Covina,91791,2020-03-16,2020-03-16,both
362,9,31 Bridgeview St,,Glendale,91203,2020-03-13,2020-03-15,both
368,9,298 Sunnybrook Drive,,Spring Valley,91977,2020-03-11,2020-03-14,both
446,57,52560 Free Street,,Toronto,M4B 1V7,2019-09-21,2019-09-26,both
449,57,Station E,,Chalk Riber,K0J 1J0,2019-09-19,2019-09-19,both
452,57,55 Lakeshore Blvd East,,Toronto,M4B 1V6,2019-10-20,2019-10-22,both
458,57,600 Slater Street,,Ottawa,K4B 1S2,2019-08-19,2019-08-23,both
459,57,25575 The Queensway,,Etobicoke,M9W 3P3,2019-09-20,2019-09-25,both
462,57,630 University Avenue,,Toronto,M4B 1V7,2019-09-18,2019-09-18,both
463,57,992 St Clair Ave East,,Toronto,M4B 1V7,2019-10-19,2019-10-22,both
464,63,"99, Rue Saint-pierre",,Pnot-Rouge,J1E 2T7,2019-08-20,2019-08-25,both
466,1,655-4th Ave S.W.,,Calgary,T2P 2G8,2019-09-17,2019-09-19,both
467,1,25900-700-9th Ave S.W.,,Calgary,T2P 2G8,2019-12-23,2019-12-28,both
470,57,2511 Baker Road,,Toronto,M4B 1V7,2019-10-21,2019-10-24,both
471,63,770 Notre Datme Quest Bureau 800,,Montreal,H1Y 2H7,2019-10-18,2019-10-18,both
472,7,250551 Shellbridge Way,,Richmond,V6B 3P7,2019-10-19,2019-10-22,both
473,7,595 Burning Street,,Vancouver,V7L 4J4,2019-10-18,2019-10-23,both
474,7,252345 8810th Avenue,,Surrey,V3T 4W3,2019-10-18,2019-10-21,both
476,57,258 King Street East,,Toronto,M4B 1V7,2019-09-20,2019-09-20,both
477,57,6th Floor Ferguson Block,,Toronto,M4B 1V7,2019-09-21,2019-09-25,both
478,57,2545 King Street West,,Toronto,M4B 1V7,2019-09-17,2019-09-17,both
479,57,2550 Middlefield Road,,Scarborough,M1V 4M2,2019-09-17,2019-09-21,both
480,57,25 First Canadian Place,,Toronto,M4B 1V5,2019-09-20,2019-09-24,both
482,57,2500 University Avenue,,Toronto,M4B 1V5,2019-08-22,2019-08-22,both
497,7,#9900 2700 Production Way,,Burnaby,V5A 4X1,2019-09-18,2019-09-18,both
498,7,25537 Hillside Avenue,,Victoria,V8V,2019-09-17,2019-09-19,both
500,57,5700 Explorer Drive,,Mississauga,L4W 5J3,2019-09-22,2019-09-24,both
501,63,965 De La Gauchetiere West,,Montreal,H1Y 2H8,2019-09-19,2019-09-20,both
503,31,P.O. Box 44000,,Winnipeg,R3,2019-09-21,2019-09-24,both
504,1,Suite 99320 255 - 510th Avenue S.W.,,Calgary,T2P 2G8,2019-09-21,2019-09-25,both
505,1,"6400, 888 - 3rd Avenue",,Calgary,T2P 2G8,2019-09-22,2019-09-25,both
506,7,255117 - 101 Avenue,,Surrey,V3T 4W3,2019-09-17,2019-09-22,both
509,7,Suite 25800 3401 - 10810th Avenue,,Surrey,V3T 4W3,2019-09-19,2019-09-24,both
510,57,750 Philip Street,,Waterloo,N2V,2019-12-21,2019-12-21,both
517,57,2573 Dufferin Street,,Toronto,M4B 1V5,2019-08-21,2019-08-23,both
520,63,6700 Boul Taschereau,,Brossard,J4Z 1C5,2019-10-21,2019-10-24,both
523,7,46990 Viking Way,,Richmond,V6B 3P7,2019-09-19,2019-09-21,both
525,57,69251 Creditview Road,,Mississauga,L5B 3V4,2019-08-19,2019-08-23,both
528,57,5990 Avebury Road,,Mississauga,L5B 3V4,2019-10-20,2019-10-22,both
529,7,254480 River Rd,,Richmond,V6B 3P7,2019-08-20,2019-08-23,both
530,57,Suite #9902,,North York,M4C 4K6,2019-08-21,2019-08-25,both
532,57,#500-75 O'Connor Street,,Ottawa,K4B 1S2,2020-01-17,2020-01-18,both
533,57,4400 March Road,,Kanata,K2L 1H5,2019-12-18,2019-12-20,both
534,63,Depot 80,,Sillery,G1T,2019-09-17,2019-09-20,both
535,57,250 Kingsbridge Garden Circle,,Mississauga,L5B 3V4,2019-12-18,2019-12-18,both
537,57,No. 25800-130 King Street West,,Toronto,M4B 1V5,2019-10-23,2019-10-25,both
